Model,Dataset,Atlas,Task,Seed,Accuracy,F1,AUC,AP,BAC,Sensitivity,Specificity,Precision,MCC,Kappa
lstm,ADHD200,ho,DX,42,0.4817518248175182,0.0,0.5185659411011524,0.5134181727511372,0.5,0.0,1.0,0.0,0.0,0.0
lstm,ADHD200,cc200,DX,42,0.4817518248175182,0.0,0.5761843790012805,0.5998670657852889,0.5,0.0,1.0,0.0,0.0,0.0
lstm,ADHD200,ho,DX,123,0.4817518248175182,0.0,0.4686299615877081,0.4918277576513813,0.5,0.0,1.0,0.0,0.0,0.0
lstm,ADHD200,cc200,DX,123,0.4817518248175182,0.0,0.5542040119504908,0.5658843024429874,0.5,0.0,1.0,0.0,0.0,0.0
lstm,ADHD200,ho,DX,456,0.4817518248175182,0.0,0.5386256935552709,0.5625408035769028,0.5,0.0,1.0,0.0,0.0,0.0
lstm,ADHD200,cc200,DX,456,0.4817518248175182,0.0,0.4707639778062313,0.5000477461186111,0.5,0.0,1.0,0.0,0.0,0.0
lstm,ADHD200,ho,DX,789,0.4817518248175182,0.0,0.509816474605207,0.5200682285078787,0.5,0.0,1.0,0.0,0.0,0.0
lstm,ADHD200,cc200,DX,789,0.4817518248175182,0.0,0.5403329065300896,0.5440195817060031,0.5,0.0,1.0,0.0,0.0,0.0
transformer,ADHD200,ho,DX,1,0.5985401459854015,0.5045045045045045,0.5926163038839095,0.6129122208930713,0.6062740076824584,0.3943661971830985,0.8181818181818182,0.7,0.2335835924585446,0.2090899548651202
transformer,ADHD200,cc200,DX,1,0.5328467153284672,0.2888888888888888,0.6325224071702944,0.633267253353297,0.5460947503201025,0.1830985915492957,0.9090909090909092,0.6842105263157895,0.1332799436835864,0.0897009966777407
transformer,ADHD200,ho,DX,42,0.6058394160583942,0.5178571428571429,0.6007255655142979,0.6301529322571675,0.6133162612035852,0.4084507042253521,0.8181818181818182,0.7073170731707317,0.2472838932910976,0.223062381852552
transformer,ADHD200,cc200,DX,42,0.4890510948905109,0.0277777777777777,0.6376440460947503,0.630566067999114,0.5070422535211268,0.0140845070422535,1.0,1.0,0.0826748354553198,0.0135774531989303
transformer,ADHD200,ho,DX,123,0.5985401459854015,0.5045045045045045,0.6022193768672641,0.6313875002837606,0.6062740076824584,0.3943661971830985,0.8181818181818182,0.7,0.2335835924585446,0.2090899548651202
transformer,ADHD200,cc200,DX,123,0.4963503649635036,0.1686746987951807,0.6419120785317969,0.6228357812974414,0.5114169867690994,0.0985915492957746,0.9242424242424242,0.5833333333333334,0.0403586848859679,0.0221371676838729
transformer,ADHD200,ho,DX,456,0.6058394160583942,0.5178571428571429,0.6094750320102432,0.6166395130216475,0.6133162612035852,0.4084507042253521,0.8181818181818182,0.7073170731707317,0.2472838932910976,0.223062381852552
transformer,ADHD200,cc200,DX,456,0.5620437956204379,0.4339622641509434,0.6380708493384549,0.6223808356551148,0.5710627400768247,0.323943661971831,0.8181818181818182,0.6571428571428571,0.1628317082301065,0.1394472361809045
transformer,ADHD200,ho,DX,789,0.6058394160583942,0.5178571428571429,0.6077678190354248,0.6181670409400565,0.6133162612035852,0.4084507042253521,0.8181818181818182,0.7073170731707317,0.2472838932910976,0.223062381852552
transformer,ADHD200,cc200,DX,789,0.4817518248175182,0.0,0.6688006828851898,0.6607349611712325,0.5,0.0,1.0,0.0,0.0,0.0
gru,ADHD200,ho,DX,1,0.4671532846715328,0.0519480519480519,0.5296628254374733,0.5197269791611394,0.4837814767392232,0.028169014084507,0.9393939393939394,0.3333333333333333,-0.0792010925920933,-0.0313499020315564
gru,ADHD200,cc200,DX,1,0.4744525547445255,0.1,0.4980793854033291,0.5200374455057111,0.4902902262057191,0.056338028169014,0.9242424242424242,0.4444444444444444,-0.0391664320755287,-0.0187977690559799
gru,ADHD200,ho,DX,42,0.4744525547445255,0.0,0.5405463081519419,0.5397842244065469,0.4924242424242424,0.0,0.9848484848484848,0.0,-0.0889380805655713,-0.014606048138243
gru,ADHD200,cc200,DX,42,0.4963503649635036,0.1686746987951807,0.5529236022193769,0.578743971524524,0.5114169867690994,0.0985915492957746,0.9242424242424242,0.5833333333333334,0.0403586848859679,0.0221371676838729
gru,ADHD200,ho,DX,123,0.4671532846715328,0.0,0.5157917200170721,0.507224451728497,0.4848484848484848,0.0,0.9696969696969696,0.0,-0.126242422626004,-0.0292271277143152
gru,ADHD200,cc200,DX,123,0.4963503649635036,0.1265822784810126,0.5439607341015792,0.5570225452474603,0.512483994878361,0.0704225352112676,0.9545454545454546,0.625,0.0532040718113078,0.0241560854753793
gru,ADHD200,ho,DX,456,0.4817518248175182,0.0533333333333333,0.4985061886470337,0.5026360734678154,0.4989329918907383,0.028169014084507,0.9696969696969696,0.5,-0.0063334893079839,-0.0020603688060163
gru,ADHD200,cc200,DX,456,0.5109489051094891,0.1518987341772152,0.538625693555271,0.5615270911748682,0.5271020059752454,0.0845070422535211,0.9696969696969696,0.75,0.1155028567527537,0.0524414163311655
gru,ADHD200,ho,DX,789,0.4890510948905109,0.0789473684210526,0.5014938113529663,0.5150025238271959,0.5059752454118651,0.0422535211267605,0.9696969696969696,0.6,0.0318430689411249,0.0115440115440116
gru,ADHD200,cc200,DX,789,0.5036496350364964,0.10526315789473684,0.5932565087494666,0.6243660897448704,0.5205932565087494,0.056338028169014086,0.9848484848484849,0.8,0.10974486260066266,0.03978561121418278
